EntityA,EntityB,Relation
Radish,Radish,belongs to
Radish,Raphanus,belongs to
Radish,Contains vitamin C,contains
Radish,calcium,contains
Radish,fiber.,contains
Radish,potassium,contains
Rambutan,Angiosperms,belongs to
Rambutan,Dicotyledons,belongs to
Rambutan,Nephelium,belongs to
Rambutan,Nephelium lappaceum,belongs to
Rambutan,Plantae,belongs to
Rambutan,Sapindaceae,belongs to
Rambutan,Sapindales,belongs to
Rambutan,The flesh of rambutan contains glucose,contains
Rambutan,amino acids,contains
Rambutan,carbohydrates,contains
Rambutan,delicious flesh. Some even call it the lychee of southern China,contains
Rambutan,is rich in vitamins,contains
Rambutan,it is also known as hairy lychee.,contains
Rambutan,juicy,contains
Rambutan,sucrose,contains
Rambutan,various minerals. It has a sweet,contains
Rambutan,warm nature,contains
Rambutan,with a thick,contains
Rapeseed Pollen,Angiosperms,belongs to
Rapeseed Pollen,Brassica,belongs to
Rapeseed Pollen,Brassicaceae,belongs to
Rapeseed Pollen,Brassicales,belongs to
Rapeseed Pollen,Dicotyledons,belongs to
Rapeseed Pollen,Plantae,belongs to
Rapeseed Pollen,Rapeseed,belongs to
Rapeseed Pollen,B vitamins,contains
Rapeseed Pollen,Rich in protein,contains
Rapeseed Pollen,combating fatigue.,contains
Rapeseed Pollen,fatty acids,contains
Rapeseed Pollen,it has the effects of regulating immunity,contains
Rapeseed Pollen,vitamin E,contains
Rapeseed pollen drink,Angiosperms,belongs to
Rapeseed pollen drink,Brassica,belongs to
Rapeseed pollen drink,Brassicaceae,belongs to
Rapeseed pollen drink,Brassicales,belongs to
Rapeseed pollen drink,Dicotyledons,belongs to
Rapeseed pollen drink,Plantae,belongs to
Rapeseed pollen drink,Rapeseed,belongs to
Rapeseed pollen drink,Contains various vitamins (such as vitamin C,contains
Rapeseed pollen drink,E,contains
Rapeseed pollen drink,K),contains
Rapeseed pollen drink,iron,contains
Rapeseed pollen drink,long-chain fatty acids.,contains
Rapeseed pollen drink,minerals (such as calcium,contains
Rapeseed pollen drink,plant sterols,contains
Rapeseed pollen drink,potassium),contains
Raspberry,Angiosperms,belongs to
Raspberry,Dicotyledons,belongs to
Raspberry,Magnoliopsida,belongs to
Raspberry,Plantae,belongs to
Raspberry,Raspberry,belongs to
Raspberry,Rosaceae,belongs to
Raspberry,Rosales,belongs to
Raspberry,Rubus,belongs to
Raspberry,Raspberries are rich in nutrients such as vitamin C,contains
Raspberry,Raspberries are rich in vitamin C,contains
Raspberry,Rich in vitamin C,contains
Raspberry,alkaloids,contains
Raspberry,amino acids,contains
Raspberry,anthocyanins,contains
Raspberry,antioxidants such as anthocyanins,contains
Raspberry,dietary fiber,contains
Raspberry,ellagic acid. They also contain small amounts of vitamin K,contains
Raspberry,etc.,contains
Raspberry,flavonoids,contains
Raspberry,iron,contains
Raspberry,magnesium,contains
Raspberry,manganese,contains
Raspberry,minerals,contains
Raspberry,more.,contains
Raspberry,organic acids,contains
Raspberry,other nutrients.,contains
Raspberry,potassium.,contains
Raspberry,sugars,contains
Raspberry,the mineral element selenium,contains
Raspberry,the mineral selenium,contains
Raspberry,total amino acids,contains
Raspberry,vitamin B1,contains
Raspberry,vitamin B2,contains
Raspberry,vitamin E,contains
Raspberry,vitamin K,contains
Raspberry,vitamins,contains
Raspberry,γ-aminobutyric acid,contains
Raspberry Leaf,Angiosperms,belongs to
Raspberry Leaf,Dicotyledons,belongs to
Raspberry Leaf,Plantae,belongs to
Raspberry Leaf,Raspberry,belongs to
Raspberry Leaf,Rosaceae,belongs to
Raspberry Leaf,Rosales,belongs to
Raspberry Leaf,Rubus,belongs to
Raspberry Leaf,Raspberry leaves contain various vitamins,contains
Raspberry Leaf,antioxidants,contains
Raspberry Leaf,flavonoids.,contains
Raspberry Leaf,minerals,contains
Rat Snake,Animalia,belongs to
Rat Snake,Chordata,belongs to
Rat Snake,Colubridae,belongs to
Rat Snake,Rat Snake,belongs to
Rat Snake,Reptilia,belongs to
Rat Snake,Squamata,belongs to
Rat Snake,Rat snake meat contains various proteins,contains
Rat Snake,amino acids,contains
Rat Snake,blood production.,contains
Rat Snake,contains unsaturated fatty acids beneficial to human health. It is rich in mineral elements such as calcium,contains
Rat Snake,iron,contains
Rat Snake,making it a source of high-quality protein. It has a moderate fat content,contains
Rat Snake,phosphorus,contains
Rat Snake,which contribute to bone health,contains
Rattan Tea,Angiosperms,belongs to
Rattan Tea,Dicotyledons,belongs to
Rattan Tea,Lamiaceae,belongs to
Rattan Tea,Lamiales,belongs to
Rattan Tea,Plantae,belongs to
Rattan Tea,Rattan Tea,belongs to
Rattan Tea,Various Rattan Tea Genera,belongs to
Rattan Tea,Contains various flavonoids,contains
Rattan Tea,amino acids,contains
Rattan Tea,etc.,contains
Rattan Tea,minerals,contains
Rattan Tea,vitamins,contains
Red Amaranth,Amaranthaceae,belongs to
Red Amaranth,Amaranthus,belongs to
Red Amaranth,Angiosperms,belongs to
Red Amaranth,Caryophyllales,belongs to
Red Amaranth,Magnoliopsida,belongs to
Red Amaranth,Plantae,belongs to
Red Amaranth,Red Amaranth,belongs to
Red Amaranth,Fiber.,contains
Red Amaranth,Iron,contains
Red Amaranth,Rich in Vitamin A,contains
Red Amaranth,Vitamin C,contains
Red Berry,Angiosperms,belongs to
Red Berry,Dicotyledons,belongs to
Red Berry,Plantae,belongs to
Red Berry,Red Berry,belongs to
Red Berry,Rosaceae,belongs to
Red Berry,Rosales,belongs to
Red Berry,Rubus,belongs to
Red Berry,No specific nutritional information available.,contains
Red Chili Pepper,Angiosperms,belongs to
Red Chili Pepper,Capsicum,belongs to
Red Chili Pepper,Magnoliopsida,belongs to
Red Chili Pepper,Plantae,belongs to
Red Chili Pepper,Red Chili Pepper,belongs to
Red Chili Pepper,Solanaceae,belongs to
Red Chili Pepper,Solanales,belongs to
Red Chili Pepper,Antioxidants,contains
Red Chili Pepper,Potassium.,contains
Red Chili Pepper,Rich in Vitamin C,contains
Red Chili Pepper,Vitamin A,contains
Red Deer,Animalia,belongs to
Red Deer,Artiodactyla,belongs to
Red Deer,Cervidae,belongs to
Red Deer,Cervus,belongs to
Red Deer,Chordata,belongs to
Red Deer,Mammalia,belongs to
Red Deer,Red Deer,belongs to
Red Deer,Venison contains relatively rich protein,contains
Red Deer,about 1.92%. Venison also contains a certain amount of inorganic salts,contains
Red Deer,sugars,contains
Red Deer,vitamins.,contains
Red Deer,with a content of about 19.77%. The fat content of venison is relatively low,contains
Red Fire Ant Venom,Animalia,belongs to
Red Fire Ant Venom,Arthropoda,belongs to
Red Fire Ant Venom,Formicidae,belongs to
Red Fire Ant Venom,Hymenoptera,belongs to
Red Fire Ant Venom,Insecta,belongs to
Red Fire Ant Venom,Solenopsis,belongs to
Red Fire Ant Venom,Contains various alkaloids,contains
Red Fire Ant Venom,inflammatory reactions,contains
Red Fire Ant Venom,is partially used in pain research.,contains
Red Fire Ant Venom,which can cause severe pain,contains
Red Ginger,Angiosperms,belongs to
Red Ginger,Monocotyledon,belongs to
Red Ginger,Plantae,belongs to
Red Ginger,Zingiber,belongs to
Red Ginger,Zingiber zerumbet,belongs to
Red Ginger,Zingiberaceae,belongs to
Red Ginger,Zingiberales,belongs to
Red Maple,Acer,belongs to
Red Maple,Acer palmatum,belongs to
Red Maple,Aceraceae,belongs to
Red Maple,Angiosperms,belongs to
Red Maple,Magnoliopsida,belongs to
Red Maple,Plantae,belongs to
Red Maple,Sapindales,belongs to
Red Maple,Its leaves are rich in minerals,contains
Red Maple,commonly used in food,contains
Red Maple,fragrances.,contains
Red Maple,organic acids,contains
Red Maple,potentially having medicinal value. The resin of the red maple can be extracted for essential oils,contains
Red Nanmu,Angiosperms,belongs to
Red Nanmu,Dicotyledons,belongs to
Red Nanmu,Myrtaceae,belongs to
Red Nanmu,Myrtales,belongs to
Red Nanmu,Plantae,belongs to
Red Nanmu,Red Nanmu,belongs to
Red Nanmu,Red Nanmu genus,belongs to
Red Nanmu,The fruit of Red Nanmu contains various antioxidants.,contains
Red Raspberry,Angiosperms,belongs to
Red Raspberry,Dicotyledons,belongs to
Red Raspberry,Plantae,belongs to
Red Raspberry,Red Raspberry,belongs to
Red Raspberry,Rosaceae,belongs to
Red Raspberry,Rosales,belongs to
Red Raspberry,Rubus,belongs to
Red Raspberry,No specific nutritional information available.,contains
Red River Hog,African Wild Hog genus,belongs to
Red River Hog,Animalia,belongs to
Red River Hog,Artiodactyla,belongs to
Red River Hog,Chordata,belongs to
Red River Hog,Mammalia,belongs to
Red River Hog,Red River Wild Boar,belongs to
Red River Hog,Suidae,belongs to
Red River Hog,Extremely high in protein,contains
Red River Hog,VA,contains
Red River Hog,VE,contains
Red River Hog,as well as minerals like calcium,contains
Red River Hog,contains a variety of trace elements,contains
Red River Hog,copper.,contains
Red River Hog,iron,contains
Red River Hog,phosphorus,contains
Red River Hog,such as B vitamins,contains
Red River Hog,the meat is rich in linoleic acid,contains
Red River Hog,vitamins,contains
Red River Hog,zinc,contains
Red mulberry,Angiosperms,belongs to
Red mulberry,Dicotyledons,belongs to
Red mulberry,Moraceae,belongs to
Red mulberry,Morus,belongs to
Red mulberry,Morus alba,belongs to
Red mulberry,Plantae,belongs to
Red mulberry,Rosales,belongs to
Red mulberry,Red mulberry is rich in vitamin C,contains
Red mulberry,dietary fiber,contains
Red mulberry,etc.,contains
Red mulberry,iron,contains
Red mulberry,potassium,contains
Red mulberry,vitamin A,contains
Red-eared Slider,Animalia,belongs to
Red-eared Slider,Chordata,belongs to
Red-eared Slider,Emydidae,belongs to
Red-eared Slider,Reptilia,belongs to
Red-eared Slider,Testudines,belongs to
Red-eared Slider,Trachemys,belongs to
Red-eared Slider,Trachemys scripta elegans,belongs to
Red-eared Slider,B2,contains
Red-eared Slider,The Nutritional components of the Brazilian turtle includes protein,contains
Red-eared Slider,etc.,contains
Red-eared Slider,fat,contains
Red-eared Slider,niacin,contains
Red-eared Slider,vitamin B1,contains
Red-skinned Rough-fruited Tea,Angiosperms,belongs to
Red-skinned Rough-fruited Tea,Camellia,belongs to
Red-skinned Rough-fruited Tea,Magnoliopsida,belongs to
Red-skinned Rough-fruited Tea,Parietales,belongs to
Red-skinned Rough-fruited Tea,Plantae,belongs to
Red-skinned Rough-fruited Tea,Red-skinned Rough-fruited Tea,belongs to
Red-skinned Rough-fruited Tea,Theaceae,belongs to
Red-skinned Rough-fruited Tea,Typically contains tea polyphenols,contains
Red-skinned Rough-fruited Tea,amino acids,contains
Red-skinned Rough-fruited Tea,anti-inflammatory,contains
Red-skinned Rough-fruited Tea,caffeine,contains
Red-skinned Rough-fruited Tea,digestive-promoting,contains
Red-skinned Rough-fruited Tea,etc. Has antioxidant,contains
Red-skinned Rough-fruited Tea,immune-boosting effects.,contains
Red-skinned Rough-fruited Tea,minerals,contains
Rehmannia,Angiosperms,belongs to
Rehmannia,Dicotyledons,belongs to
Rehmannia,Lamiales,belongs to
Rehmannia,Plantae,belongs to
Rehmannia,Rehmannia,belongs to
Rehmannia,Scrophulariaceae,belongs to
Rehmannia,Flavonoids,contains
Rehmannia,coumarins,contains
Rehmannia,etc.,contains
Rehmannia,iridoids,contains
Rehmannia,saponins,contains
Rehmannia,triterpenoids,contains
Rehmannia,volatile oils,contains
Reindeer,Animalia,belongs to
Reindeer,Artiodactyla,belongs to
Reindeer,Cervidae,belongs to
Reindeer,Chordata,belongs to
Reindeer,Mammalia,belongs to
Reindeer,Rangifer,belongs to
Reindeer,Reindeer,belongs to
Reindeer,D,contains
Reindeer,E,contains
Reindeer,Low in fat,contains
Reindeer,a source of high-quality protein. Low in fat,contains
Reindeer,beneficial for health. Rich in various vitamins (such as vitamin A,contains
Reindeer,cholesterol,contains
Reindeer,contains certain vitamins,contains
Reindeer,etc.),contains
Reindeer,minerals (such as iron,contains
Reindeer,minerals. High quality,contains
Reindeer,protein,contains
Reindeer,selenium,contains
Reindeer,which are beneficial for maintaining good health.,contains
Reindeer,zinc,contains
Rhodiola,Angiosperms,belongs to
Rhodiola,Crassulaceae,belongs to
Rhodiola,Dicotyledons,belongs to
Rhodiola,Plantae,belongs to
Rhodiola,Rhodiola,belongs to
Rhodiola,Rhodiola rosea,belongs to
Rhodiola,Rosales,belongs to
Rhodiola,Rhodiola contains salidroside,contains
Rhodiola,amino acids,contains
Rhodiola,enhancing immunity.,contains
Rhodiola,flavonoids,contains
Rhodiola,has effects such as anti-fatigue,contains
Rhodiola,improving endurance,contains
Rhodiola,minerals,contains
Rhodiola,polysaccharides,contains
Rhodiola,vitamins,contains
Rhododendron Pollen,Angiosperms,belongs to
Rhododendron Pollen,Dicotyledons,belongs to
Rhododendron Pollen,Ericaceae,belongs to
Rhododendron Pollen,Ericales,belongs to
Rhododendron Pollen,Plantae,belongs to
Rhododendron Pollen,Rhododendron,belongs to
Rhododendron Pollen,Rich in flavonoids,contains
Rhododendron Pollen,antioxidant properties.,contains
Rhododendron Pollen,with effects of regulating immune function,contains
Rhubarb,Angiosperms,belongs to
Rhubarb,Caryophyllales,belongs to
Rhubarb,Magnoliopsida,belongs to
Rhubarb,Plantae,belongs to
Rhubarb,Polygonaceae,belongs to
Rhubarb,Rheum,belongs to
Rhubarb,Rhubarb,belongs to
Rhubarb,Anthraquinone derivatives,contains
Rhubarb,glycosides,contains
Rhubarb,organic acids,contains
Rhubarb,tannins,contains
Rhubarb,volatile oils,contains
Ribbed Tea,Angiosperms,belongs to
Ribbed Tea,Camellia,belongs to
Ribbed Tea,Magnoliopsida,belongs to
Ribbed Tea,Parietales,belongs to
Ribbed Tea,Plantae,belongs to
Ribbed Tea,Ribbed Tea,belongs to
Ribbed Tea,Theaceae,belongs to
Ribbed Tea,Contains tea polyphenols,contains
Ribbed Tea,amino acids,contains
Ribbed Tea,anti-aging,contains
Ribbed Tea,etc. Helps with antioxidant,contains
Ribbed Tea,improving blood circulation.,contains
Ribbed Tea,liver protection,contains
Ribbed Tea,minerals,contains
Ribbed Tea,vitamins,contains
Ring-necked Pheasant,Animalia,belongs to
Ring-necked Pheasant,Aves,belongs to
Ring-necked Pheasant,Chordata,belongs to
Ring-necked Pheasant,Galliformes,belongs to
Ring-necked Pheasant,Phasianidae,belongs to
Ring-necked Pheasant,Phasianus,belongs to
Ring-necked Pheasant,Ring-necked Pheasant,belongs to
Ring-necked Pheasant,22 fatty acids were detected in the breast muscle of the pheasant,contains
Ring-necked Pheasant,The muscle of the ring-necked pheasant contains crude protein,contains
Ring-necked Pheasant,amino acids,contains
Ring-necked Pheasant,aspartic acid,contains
Ring-necked Pheasant,cholesterol,contains
Ring-necked Pheasant,crude fat,contains
Ring-necked Pheasant,fatty acids. The breast muscle of the pheasant contains 17 hydrolyzed amino acids,contains
Ring-necked Pheasant,inosinic acid,contains
Ring-necked Pheasant,leucine. The total amino acid content is 33.22% to 37.26%,contains
Ring-necked Pheasant,lysine,contains
Ring-necked Pheasant,the ratio of essential amino acids to non-essential amino acids above 0.60. Additionally,contains
Ring-necked Pheasant,with the fatty acid content in the melanized green pheasant being superior to other pheasants.,contains
Ring-necked Pheasant,with the highest content being glutamic acid,contains
Ring-necked Pheasant,with the ratio of essential amino acids to total amino acids around 0.40,contains
Rongjiang Tea,Angiosperms,belongs to
Rongjiang Tea,Camellia,belongs to
Rongjiang Tea,Magnoliopsida,belongs to
Rongjiang Tea,Parietales,belongs to
Rongjiang Tea,Plantae,belongs to
Rongjiang Tea,Rongjiang Tea,belongs to
Rongjiang Tea,Theaceae,belongs to
Rongjiang Tea,Contains tea polyphenols,contains
Rongjiang Tea,amino acids,contains
Rongjiang Tea,blood pressure-lowering effects.,contains
Rongjiang Tea,caffeine,contains
Rongjiang Tea,digestive,contains
Rongjiang Tea,etc. Has antioxidant,contains
Rongjiang Tea,minerals,contains
Rongjiang Tea,refreshing,contains
Rosa Roxburghii,Angiosperms,belongs to
Rosa Roxburghii,Apocynaceae,belongs to
Rosa Roxburghii,Crataegus,belongs to
Rosa Roxburghii,Dicotyledons,belongs to
Rosa Roxburghii,Myrtales,belongs to
Rosa Roxburghii,Opuntia,belongs to
Rosa Roxburghii,Plantae,belongs to
Rosa Roxburghii,Rosa roxburghii,belongs to
Rosa Roxburghii,Rosaceae,belongs to
Rosa Roxburghii,Rosales,belongs to
Rosa Roxburghii,Opuntia is rich in vitamin C,contains
Rosa Roxburghii,Rosa roxburghii contains various minerals,contains
Rosa Roxburghii,Rosa roxburghii is rich in vitamin C,contains
Rosa Roxburghii,amino acids,contains
Rosa Roxburghii,calcium,contains
Rosa Roxburghii,dietary fiber beneficial to human health.,contains
Rosa Roxburghii,earning it the title 'King of Vitamin C.' Additionally,contains
Rosa Roxburghii,fiber,contains
Rosa Roxburghii,flavonoids,contains
Rosa Roxburghii,iron,contains
Rosa Roxburghii,other nutrients. Among them,contains
Rosa Roxburghii,polyphenols,contains
Rosa Roxburghii,promote digestion.,contains
Rosa Roxburghii,superoxide dismutase (SOD),contains
Rosa Roxburghii,the content of vitamin C is particularly abundant,contains
Rosa Roxburghii,trace elements,contains
Rosa Roxburghii,various minerals,contains
Rosa Roxburghii,vitamin A,contains
Rosa Roxburghii,which help boost immunity,contains
Rosa davurica var. glabra,Angiosperms,belongs to
Rosa davurica var. glabra,Magnoliopsida,belongs to
Rosa davurica var. glabra,Plantae,belongs to
Rosa davurica var. glabra,Rosa (Rosa davurica is a variety or subspecies),belongs to
Rosa davurica var. glabra,Rosa davurica var. glabra (variety or subspecies name),belongs to
Rosa davurica var. glabra,Rosaceae,belongs to
Rosa davurica var. glabra,Rosales,belongs to
Rose,Angiosperms,belongs to
Rose,Magnoliopsida,belongs to
Rose,Plantae,belongs to
Rose,Rosa,belongs to
Rose,Rosaceae,belongs to
Rose,Rosales,belongs to
Rose,Rose,belongs to
Rose,"Rose (e.g., Rosa rugosa)",belongs to
Rose,The main value lies in the fresh flowers,contains
Rose,Volatile oils,contains
Rose,but the aromatic oil has various uses.,contains
Rose,etc.,contains
Rose,etc. It does not directly provide significant Nutritional components,contains
Rose,flavonoids,contains
Rose,organic acids,contains
Rose,vitamins,contains
Rose,which can be distilled into aromatic oil. The oil's main components include linalool,contains
Rose Pollen,Angiosperms,belongs to
Rose Pollen,Dicotyledons,belongs to
Rose Pollen,Plantae,belongs to
Rose Pollen,Rosa,belongs to
Rose Pollen,Rosaceae,belongs to
Rose Pollen,Rosales,belongs to
Rose Pollen,Rose,belongs to
Rose Pollen,Rich in flavonoids,contains
Rose Pollen,improving skin condition.,contains
Rose Pollen,relieving pain,contains
Rose Pollen,volatile oils,contains
Rose Pollen,with effects of regulating menstruation,contains
Rose pollen beverage,Angiosperms,belongs to
Rose pollen beverage,Dicotyledons,belongs to
Rose pollen beverage,Plantae,belongs to
Rose pollen beverage,Rosa,belongs to
Rose pollen beverage,Rosaceae,belongs to
Rose pollen beverage,Rosales,belongs to
Rose pollen beverage,Rose,belongs to
Rose pollen beverage,Contains various vitamins (such as vitamin C),contains
Rose pollen beverage,antioxidants.,contains
Rose pollen beverage,essential oils,contains
Rose pollen beverage,iron),contains
Rose pollen beverage,minerals (such as calcium,contains
Roselle,Angiosperms,belongs to
Roselle,Dicotyledons,belongs to
Roselle,Hibiscus,belongs to
Roselle,Hibiscus sabdariffa,belongs to
Roselle,Lythraceae,belongs to
Roselle,Myrtales,belongs to
Roselle,Plantae,belongs to
Roselle,Contains abundant organic acids,contains
Roselle,anthocyanins,contains
Roselle,flavonoids,contains
Roselle,other compounds.,contains
Roselle,various amino acids,contains
Roselle,vitamin C,contains
Roselle fruit,Angiosperms,belongs to
Roselle fruit,Dicotyledons,belongs to
Roselle fruit,Hibiscus,belongs to
Roselle fruit,Lythraceae,belongs to
Roselle fruit,Myrtales,belongs to
Roselle fruit,Plantae,belongs to
Roselle fruit,Roselle,belongs to
Roselle fruit,Roselle fruit is rich in protein,contains
Roselle fruit,amino acids.,contains
Roselle fruit,mineral elements,contains
Roselle fruit,vitamins,contains
Rosemary,Angiosperms,belongs to
Rosemary,Lamiaceae,belongs to
Rosemary,Lamiales,belongs to
Rosemary,Magnoliopsida,belongs to
Rosemary,Plantae,belongs to
Rosemary,Rosmarinus,belongs to
Rosemary,Rosmarinus officinalis,belongs to
Rosemary,Luteolin,contains
Rosemary,carnosic acid,contains
Rosemary,diosmin,contains
Rosemary,etc.,contains
Rosemary,glucosides,contains
Rosemary,labiatic acid,contains
Rosemary,rosmaricine,contains
Rosemary,rosmarinic acid,contains
Rosemary,volatile oils,contains
Rosin,Gymnosperms,belongs to
Rosin,"Masson pine, Chinese pine, or other species of the same genus",belongs to
Rosin,Pinaceae,belongs to
Rosin,Pinales,belongs to
Rosin,Pinopsida,belongs to
Rosin,Pinus,belongs to
Rosin,Plantae,belongs to
Rosin,Turpentine,contains
Rosin,abietic acid,contains
Rosin,etc.,contains
Rosin,rosin,contains
Rosin,rosin acid,contains
Rough-fruited Tea,Angiosperms,belongs to
Rough-fruited Tea,Camellia,belongs to
Rough-fruited Tea,Magnoliopsida,belongs to
Rough-fruited Tea,Parietales,belongs to
Rough-fruited Tea,Plantae,belongs to
Rough-fruited Tea,Rough-fruited Tea,belongs to
Rough-fruited Tea,Theaceae,belongs to
Rough-fruited Tea,Often contains tea polyphenols,contains
Rough-fruited Tea,amino acids,contains
Rough-fruited Tea,anti-inflammatory,contains
Rough-fruited Tea,cardiovascular protection,contains
Rough-fruited Tea,etc. Helps with antioxidant,contains
Rough-fruited Tea,immune enhancement.,contains
Rough-fruited Tea,minerals,contains
Rough-fruited Tea,vitamins,contains
Rubus adenophorus,Angiosperms,belongs to
Rubus adenophorus,Magnoliopsida,belongs to
Rubus adenophorus,Plantae,belongs to
Rubus adenophorus,Rosaceae,belongs to
Rubus adenophorus,Rosales,belongs to
Rubus adenophorus,Rubus,belongs to
Rubus adenophorus,Rubus adenophorus,belongs to
Rubus adenophorus,The fruit of Rubus adenophorus is rich in amino acids,contains
Rubus adenophorus,mineral elements,contains
Rubus adenophorus,organic acids,contains
Rubus adenophorus,sugars,contains
Rubus adenophorus,vitamin C.,contains
Rubus alceifolius,Angiosperms,belongs to
Rubus alceifolius,Dicotyledons,belongs to
Rubus alceifolius,Plantae,belongs to
Rubus alceifolius,Rosaceae,belongs to
Rubus alceifolius,Rosales,belongs to
Rubus alceifolius,Rubus,belongs to
Rubus alceifolius,Rubus alceifolius,belongs to
Rubus alceifolius,The fruit of Rubus alceifolius is rich in vitamin E,contains
Rubus alceifolius,dietary fiber.,contains
Rubus rosifolius,Angiosperms,belongs to
Rubus rosifolius,Dicotyledons,belongs to
Rubus rosifolius,Hollow Bubble,belongs to
Rubus rosifolius,Plantae,belongs to
Rubus rosifolius,Rosaceae,belongs to
Rubus rosifolius,Rosales,belongs to
Rubus rosifolius,Rubus,belongs to
Rubus rosifolius,The fruit of Hollow Bubble contains various vitamins,contains
Rubus rosifolius,minerals.,contains
Russian sturgeon,Acipenser,belongs to
Russian sturgeon,Acipenseridae,belongs to
Russian sturgeon,Acipenseriformes,belongs to
Russian sturgeon,Animalia,belongs to
Russian sturgeon,Chordata,belongs to
Russian sturgeon,Osteichthyes,belongs to
Russian sturgeon,Russian sturgeon,belongs to
Russian sturgeon,EPA (eicosapentaenoic acid),contains
Russian sturgeon,Very rich in protein,contains
Russian sturgeon,approximately 16.1% to 18.1%,contains
Russian sturgeon,cerebrovascular health,contains
Russian sturgeon,containing various essential amino acids for the human body,contains
Russian sturgeon,helping to soften blood vessels,contains
Russian sturgeon,improve memory.,contains
Russian sturgeon,including DHA (docosahexaenoic acid),contains
Russian sturgeon,including lysine,contains
Russian sturgeon,isoleucine,contains
Russian sturgeon,known as 'brain gold',contains
Russian sturgeon,leucine,contains
Russian sturgeon,methionine,contains
Russian sturgeon,phenylalanine,contains
Russian sturgeon,promote brain development,contains
Russian sturgeon,threonine,contains
Russian sturgeon,tryptophan,contains
Russian sturgeon,valine. It is also rich in highly unsaturated fatty acids,contains
Russian sturgeon,which are very beneficial for cardiovascular,contains
Rusty-haired Shuttle Fruit,Angiosperms,belongs to
Rusty-haired Shuttle Fruit,Hippocastanaceae,belongs to
Rusty-haired Shuttle Fruit,Magnoliopsida,belongs to
Rusty-haired Shuttle Fruit,Plantae,belongs to
Rusty-haired Shuttle Fruit,Rusty-haired Shuttle Fruit,belongs to
Rusty-haired Shuttle Fruit,Sapindales,belongs to
Rusty-haired Shuttle Fruit,Spondias,belongs to
Rusty-haired Shuttle Fruit,Seed oil is used for food or soap making,contains
Rusty-haired Shuttle Fruit,an excellent timber resource.,contains
Rusty-haired Shuttle Fruit,the wood is straight,contains
Rusty-haired Shuttle Fruit,tightly structured,contains
Rusty-haired Shuttle Fruit,tough,contains
Sacha Inchi,Angiosperms,belongs to
Sacha Inchi,Euphorbiaceae,belongs to
Sacha Inchi,Magnoliopsida,belongs to
Sacha Inchi,Malpighiales,belongs to
Sacha Inchi,Plantae,belongs to
Sacha Inchi,Plukenetia,belongs to
Sacha Inchi,Sacha Inchi,belongs to
Sacha Inchi,Omega-3 fatty acids. Sacha Inchi oil is rich in essential fatty acids that are highly compatible with the skin. It contains abundant vitamin E,contains
Sacha Inchi,antioxidants.,contains
Safflower,Angiosperms,belongs to
Safflower,Asteraceae,belongs to
Safflower,Asterales,belongs to
Safflower,Carthamus,belongs to
Safflower,Magnoliopsida,belongs to
Safflower,Plantae,belongs to
Safflower,Safflower,belongs to
Safflower,Safflower oil (rich in linoleic acid),contains
Safflower,etc.,contains
Safflower,safflower polysaccharides,contains
Safflower,safflower yellow pigment,contains
Saffron,Angiosperms,belongs to
Saffron,Asparagales,belongs to
Saffron,Crocus,belongs to
Saffron,Crocus sativus,belongs to
Saffron,Iridaceae,belongs to
Saffron,Magnoliopsida,belongs to
Saffron,Plantae,belongs to
Saffron,Crocin,contains
Saffron,carotenoids,contains
Saffron,crocetin,contains
Saffron,etc.,contains
Saffron,flavonoids,contains
Saffron,picrocrocin,contains
Saffron,safranal,contains
Saffron,tannic acid,contains
Saffron,vitamin B2,contains
Saffron,volatile oils,contains
Sage,Angiosperms,belongs to
Sage,Lamiaceae,belongs to
Sage,Lamiales,belongs to
Sage,Magnoliopsida,belongs to
Sage,Plantae,belongs to
Sage,Salvia,belongs to
Sage,Salvia officinalis,belongs to
Sage,Volatile oils,contains
Sage,etc.,contains
Sage,flavonoids,contains
Sage,phenolic acids,contains
Saltwater crocodile,Animalia,belongs to
Saltwater crocodile,Chordata,belongs to
Saltwater crocodile,Crocodilia,belongs to
Saltwater crocodile,Crocodylidae,belongs to
Saltwater crocodile,Crocodylus,belongs to
Saltwater crocodile,Reptilia,belongs to
Saltwater crocodile,Saltwater crocodile,belongs to
Saltwater crocodile,B12),contains
Saltwater crocodile,Crocodile meat is an excellent source of protein,contains
Saltwater crocodile,E,contains
Saltwater crocodile,containing monounsaturated fatty acids (MUFA),contains
Saltwater crocodile,including lysine,contains
Saltwater crocodile,iron,contains
Saltwater crocodile,leucine,contains
Saltwater crocodile,methionine. The fatty acid composition in crocodile meat is balanced,contains
Saltwater crocodile,minerals (such as calcium,contains
Saltwater crocodile,phosphorus,contains
Saltwater crocodile,polyunsaturated fatty acids (PUFA) that are beneficial for cardiovascular health,contains
Saltwater crocodile,skin health. Crocodile meat also has a high collagen content.,contains
Saltwater crocodile,such as ω-3,contains
Saltwater crocodile,which help support the immune system,contains
Saltwater crocodile,with approximately 17.80 grams of protein per 100 grams of crocodile meat. It contains a variety of essential amino acids for the human body,contains
Saltwater crocodile,with particularly rich levels of vitamin B12,contains
Saltwater crocodile,zinc,contains
Saltwater crocodile,zinc),contains
Saltwater crocodile,ω-6 fatty acids. Crocodile meat contains various vitamins (such as vitamin A,contains
Salvia Miltiorrhiza,Lamiaceae,belongs to
Salvia Miltiorrhiza,Lamiales,belongs to
