EntityA,EntityB,Relation
Short Stamen Red Camellia,amino acids,contains
Short Stamen Red Camellia,blood pressure-lowering effects.,contains
Short Stamen Red Camellia,caffeine,contains
Short Stamen Red Camellia,digestive,contains
Short Stamen Red Camellia,etc. It has antioxidant,contains
Short Stamen Red Camellia,minerals,contains
Short Stamen Red Camellia,refreshing,contains
Short Stamen Red Camellia,vitamin C,contains
Short Stamen Tea,Contains tea polyphenols,contains
Short Stamen Tea,amino acids,contains
Short Stamen Tea,blood pressure-lowering effects.,contains
Short Stamen Tea,caffeine,contains
Short Stamen Tea,digestive,contains
Short Stamen Tea,etc. It has antioxidant,contains
Short Stamen Tea,minerals,contains
Short Stamen Tea,refreshing,contains
Short Stamen Tea,vitamin C,contains
Short-fruited Berchemia,The roots,contains
Short-fruited Berchemia,abscesses. Additionally,contains
Short-fruited Berchemia,acute,contains
Short-fruited Berchemia,branches can be used to make nose rings for cattle.,contains
Short-fruited Berchemia,chronic bronchitis,contains
Short-fruited Berchemia,dysentery,contains
Short-fruited Berchemia,dysmenorrhea,contains
Short-fruited Berchemia,fractures,contains
Short-fruited Berchemia,jaundice,contains
Short-fruited Berchemia,or leaves can be used medicinally. They have effects such as dispelling wind,contains
Short-fruited Berchemia,phlegm. They are mainly used to treat rheumatic joint pain,contains
Short-fruited Berchemia,postpartum abdominal pain,contains
Short-fruited Berchemia,promoting blood circulation,contains
Short-fruited Berchemia,promoting diuresis,contains
Short-fruited Berchemia,relieving cough,contains
Short-fruited Berchemia,relieving pain,contains
Short-fruited Berchemia,stems,contains
Short-fruited Berchemia,traumatic injuries,contains
Short-fruited Berchemia,tuberculosis,contains
Short-fruited Berchemia,young leaves can be used as a tea substitute,contains
Siberian sturgeon,EPA (eicosapentaenoic acid),contains
Siberian sturgeon,Very rich in protein,contains
Siberian sturgeon,approximately 16.1% to 18.1%,contains
Siberian sturgeon,cerebrovascular health,contains
Siberian sturgeon,containing various essential amino acids for the human body,contains
Siberian sturgeon,helping to soften blood vessels,contains
Siberian sturgeon,improve memory.,contains
Siberian sturgeon,including DHA (docosahexaenoic acid),contains
Siberian sturgeon,including lysine,contains
Siberian sturgeon,isoleucine,contains
Siberian sturgeon,known as 'brain gold',contains
Siberian sturgeon,leucine,contains
Siberian sturgeon,methionine,contains
Siberian sturgeon,phenylalanine,contains
Siberian sturgeon,promote brain development,contains
Siberian sturgeon,threonine,contains
Siberian sturgeon,tryptophan,contains
Siberian sturgeon,valine. It is also rich in highly unsaturated fatty acids,contains
Siberian sturgeon,which are very beneficial for cardiovascular,contains
Sichuan Litsea,Both leaves,contains
Sichuan Litsea,cosmetics. The seeds are rich in fat,contains
Sichuan Litsea,fruits can extract aromatic oil for food flavorings,contains
Sichuan Litsea,have potential industrial applications.,contains
Sichuan Pepper,Organic acids,contains
Sichuan Pepper,capsaicin,contains
Sichuan Pepper,etc.,contains
Sichuan Pepper,vitamin C,contains
Sichuan pepper,Benzoic acid,contains
Sichuan pepper,Bergapten,contains
Sichuan pepper,Zanthoxylene,contains
Sichuan pepper,etc.,contains
Silkworm Pupa,Silkworm pupa is rich in protein,contains
Silkworm Pupa,various amino acids.,contains
Silver carp,3.6 grams of fat,contains
Silver carp,99 milligrams of cholesterol,contains
Silver carp,Silver carp is rich in protein,contains
Silver carp,contains vitamins,contains
Silver carp,low in fat,contains
Silver carp,minerals. Per 100 grams of silver carp,contains
Silver carp,there are approximately 17.8 grams of protein,contains
Silybum marianum,Protein,contains
Silybum marianum,fat,contains
Silybum marianum,fiber,contains
Silybum marianum,folic acid,contains
Silybum marianum,minerals,contains
Silybum marianum,niacin,contains
Silybum marianum,vitamin E,contains
Simao Short-stamened Camellia,Contains tea polyphenols,contains
Simao Short-stamened Camellia,amino acids,contains
Simao Short-stamened Camellia,blood pressure-lowering effects.,contains
Simao Short-stamened Camellia,caffeine,contains
Simao Short-stamened Camellia,digestive,contains
Simao Short-stamened Camellia,etc. It has antioxidant,contains
Simao Short-stamened Camellia,minerals,contains
Simao Short-stamened Camellia,refreshing,contains
Simao Short-stamened Camellia,vitamin C,contains
Siraitia grosvenorii,Rich in mogrosides,contains
Siraitia grosvenorii,amino acids,contains
Siraitia grosvenorii,as well as mineral elements,contains
Siraitia grosvenorii,flavonoids,contains
Siraitia grosvenorii,other medicinal components,contains
Siraitia grosvenorii,other nutrients,contains
Siraitia grosvenorii,polysaccharides,contains
Small Indian mongoose,Contains proteins,contains
Small Indian mongoose,fats,contains
Small Indian mongoose,minerals commonly found in other types of meat.,contains
Small Indian mongoose,vitamins,contains
Small Stingless Bee Royal Jelly,Contains antioxidant enzymes,contains
Small Stingless Bee Royal Jelly,has anti-aging effects.,contains
Small-fruited Short-column Tea,Contains tea polyphenols,contains
Small-fruited Short-column Tea,amino acids,contains
Small-fruited Short-column Tea,anti-aging,contains
Small-fruited Short-column Tea,etc. Helps with antioxidant,contains
Small-fruited Short-column Tea,improving blood circulation.,contains
Small-fruited Short-column Tea,liver protection,contains
Small-fruited Short-column Tea,minerals,contains
Small-fruited Short-column Tea,vitamins,contains
Small-fruited Walnut,Rich in oils,contains
Small-fruited Walnut,minerals,contains
Small-fruited Walnut,proteins,contains
Small-fruited Walnut,vitamins.,contains
Snake gourd juice,B vitamins,contains
Snake gourd juice,Snake gourd juice contains vitamin C,contains
Snake gourd juice,detoxifying,contains
Snake gourd juice,dietary fiber. It has the effects of clearing heat,contains
Snake gourd juice,minerals,contains
Snake gourd juice,promoting diuresis.,contains
Snow Chicken,Rich in fats,contains
Snow Chicken,Vitamin B2,contains
Snow Chicken,Vitamin E. Contains minerals like iron,contains
Snow Chicken,etc.),contains
Snow Chicken,niacin,contains
Snow Chicken,phosphorus,contains
Snow Chicken,potassium,contains
Snow Chicken,proteins. Contains various vitamins such as Vitamin B group (including Vitamin B1,contains
Snow Chicken,selenium.,contains
Snow Chicken,zinc,contains
Snow Leopard,Contains proteins,contains
Snow Leopard,fats,contains
Snow Leopard,minerals commonly found in other types of meat.,contains
Snow Leopard,vitamins,contains
Snow hare,Rich in protein,contains
Snow hare,iron,contains
Snow hare,low in fat. It also contains high levels of lysine,contains
Snow hare,magnesium,contains
Snow hare,minerals such as vitamin B1,contains
Snow hare,niacin,contains
Snow hare,phosphorus,contains
Snow hare,potassium,contains
Snow hare,provides various vitamins,contains
Snow hare,vitamin B2,contains
Snow hare,zinc.,contains
Snow pea,Rich in fiber,contains
Snow pea,potassium.,contains
Snow pea,protein,contains
Snow pea,vitamin C,contains
Solomon's Seal,Rich in starch,contains
Solomon's Seal,amino acids,contains
Solomon's Seal,edible uses.,contains
Solomon's Seal,polysaccharides,contains
Solomon's Seal,various trace elements. It is a plant with both medicinal,contains
Sophora,Matrine,contains
Sophora,etc.,contains
Sophora,oxymatrine,contains
Sophora Pollen,Rich in flavonoids,contains
Sophora Pollen,antioxidant,contains
Sophora Pollen,cardiovascular function-improving effects.,contains
Sophora Pollen,it has anti-inflammatory,contains
Sour jujube,Triterpenoid saponins,contains
Sour jujube,alkaloids,contains
Sour jujube,etc.,contains
Sour jujube,fatty oils,contains
Sour jujube,flavonoids,contains
Sour jujube,volatile oils,contains
Southern Schisandra,The fruit of Schis,contains
Southern Schisandra,amino acids,contains
Southern Schisandra,minerals.,contains
Southern Schisandra,organic acids,contains
Southern Schisandra,ra chinensis contains various vitamins,contains
Southern Schisandra,sugars,contains
Soybean,B vitamins,contains
Soybean,Protein (content about 22% to 37%),contains
Soybean,Rich in protein,contains
Soybean,calcium,contains
Soybean,dietary fiber,contains
Soybean,etc.,contains
Soybean,fiber,contains
Soybean,magnesium.,contains
Soybean,plant sterols,contains
Soybean,potassium,contains
Soybean,soy isoflavones,contains
Soybean,unsaturated fatty acids (about 85%),contains
Soybean,vitamin E,contains
Sparrow,Rich in high-quality protein,contains
Sparrow,calcium,contains
Sparrow,cephalin,contains
Sparrow,lecithin,contains
Sparrow,minerals such as iron,contains
Sparrow,phosphorus,contains
Sparrow,vitamin A,contains
Sparrow,vitamin B1,contains
Sparrow,vitamin B2,contains
Sparrow,vitamin D,contains
Spatholobus suberectus,Flavonoids,contains
Spatholobus suberectus,anthraquinones,contains
Spatholobus suberectus,phenolic acids,contains
Spatholobus suberectus,phenylpropanoids,contains
Spatholobus suberectus,sterols,contains
Spatholobus suberectus,terpenoids,contains
Spinach,Contains a large amount of vitamin K,contains
Spinach,calcium,contains
Spinach,folic acid.,contains
Spinach,iron,contains
Spinach,vitamin A,contains
Spiny gourd juice,Spiny gourd juice contains vitamin C,contains
Spiny gourd juice,detoxifying,contains
Spiny gourd juice,dietary fiber. It has the effects of clearing heat,contains
Spiny gourd juice,minerals,contains
Spiny gourd juice,promoting diuresis.,contains
Spondias dulcis,Seed oil is edible or used for soap making,contains
Spondias dulcis,an excellent building material.,contains
Spondias dulcis,tightly structured,contains
Spondias dulcis,tough,contains
Spondias dulcis,wood is straight,contains
Spotted Dove,B1,contains
Spotted Dove,B2,contains
Spotted Dove,Dove meat is rich in protein,contains
Spotted Dove,E. It contains multiple trace elements essential for hematopoiesis,contains
Spotted Dove,low-fat quality ingredient. It is rich in various vitamins such as Vitamin A,contains
Spotted Dove,making it a high-protein,contains
Spotted Dove,making it one of the meat types with a high protein content. Dove meat has extremely low fat content,contains
Spotted Dove,such as iron,contains
Spotted Dove,zinc.,contains
Spotted-branch Red Camellia,Contains various amino acids,contains
Spotted-branch Red Camellia,anti-inflammatory,contains
Spotted-branch Red Camellia,cardiovascular health protection.,contains
Spotted-branch Red Camellia,immune-boosting,contains
Spotted-branch Red Camellia,minerals. Helps with antioxidant,contains
Spotted-branch Red Camellia,tea polyphenols,contains
Spotted-branch Red Camellia,vitamins,contains
Star Anise,etc.,contains
Star Anise,fatty oils,contains
Star Anise,proteins,contains
Star Anise,resins,contains
Star Anise,volatile oils,contains
Star Apple,Contains a large amount of sugar,contains
Star Apple,amino acids.,contains
Star Apple,as well as various vitamins,contains
Star Apple,carbohydrates,contains
Starry sturgeon,EPA (eicosapentaenoic acid),contains
Starry sturgeon,Very rich in protein,contains
Starry sturgeon,approximately 16.1% to 18.1%,contains
Starry sturgeon,cerebrovascular health,contains
Starry sturgeon,containing various essential amino acids for the human body,contains
Starry sturgeon,helping to soften blood vessels,contains
Starry sturgeon,improve memory.,contains
Starry sturgeon,including DHA (docosahexaenoic acid),contains
Starry sturgeon,including lysine,contains
Starry sturgeon,isoleucine,contains
Starry sturgeon,known as 'brain gold',contains
Starry sturgeon,leucine,contains
Starry sturgeon,methionine,contains
Starry sturgeon,phenylalanine,contains
Starry sturgeon,promote brain development,contains
Starry sturgeon,threonine,contains
Starry sturgeon,tryptophan,contains
Starry sturgeon,valine. It is also rich in highly unsaturated fatty acids,contains
Starry sturgeon,which are very beneficial for cardiovascular,contains
Stemona,Various alkaloids,contains
Stemona,acetic acid,contains
Stemona,ash,contains
Stemona,etc.,contains
Stemona,formic acid,contains
Stemona,lipids,contains
Stemona,malic acid,contains
Stemona,oxalic acid,contains
Stemona,proteins,contains
Stemona,succinic acid,contains
Stemona,sugars,contains
Stephania tetrandra,Bisbenzylisoquinoline alkaloids,contains
Stephania tetrandra,The roots,contains
Stephania tetrandra,also has good anti-inflammatory effects.,contains
Stephania tetrandra,etc. It is commonly used as an antipyretic in Hainan folk medicine,contains
Stephania tetrandra,palmatine,contains
Stephania tetrandra,stems of this plant contain various alkaloids,contains
Stephania tetrandra,such as berberine,contains
Sterlet,EPA (eicosapentaenoic acid),contains
Sterlet,Very rich in protein,contains
Sterlet,approximately 16.1% to 18.1%,contains
Sterlet,cerebrovascular health,contains
Sterlet,containing various essential amino acids for the human body,contains
Sterlet,helping to soften blood vessels,contains
Sterlet,improve memory.,contains
Sterlet,including DHA (docosahexaenoic acid),contains
Sterlet,including lysine,contains
Sterlet,isoleucine,contains
Sterlet,known as 'brain gold',contains
Sterlet,leucine,contains
Sterlet,methionine,contains
Sterlet,phenylalanine,contains
Sterlet,promote brain development,contains
Sterlet,threonine,contains
Sterlet,tryptophan,contains
Sterlet,valine. It is also rich in highly unsaturated fatty acids,contains
Sterlet,which are very beneficial for cardiovascular,contains
Stevia tea,B vitamins,contains
Stevia tea,C,contains
Stevia tea,Stevia leaves contain steviol glycosides,contains
Stevia tea,a low-calorie natural sweetener,contains
Stevia tea,as well as vitamins A,contains
Stevia tea,calcium,contains
Stevia tea,minerals such as iron,contains
Stevia tea,potassium.,contains
Stingless Bee Royal Jelly,Rich in unique fatty acids,contains
Stingless Bee Royal Jelly,commonly used in South America.,contains
Stingless Bee Royal Jelly,enhances energy,contains
Stingless Bee Royal Jelly,mental clarity,contains
Stingless Bee Royal Jelly,phenolic compounds,contains
Stink bug,Stink bugs are rich in protein,contains
Stink bug,fatty acids,contains
Stink bug,have various pharmacological effects.,contains
Stink bug,other nutrients,contains
Stone South Vine,Lignans,contains
Stone South Vine,alkaloids,contains
Stone South Vine,saponins,contains
Stone South Vine,triterpenes,contains
Stone frog,Stone frog is a highly nutritious edible frog. Its meat is tender,contains
Stone frog,calcium,contains
Stone frog,etc.,contains
Stone frog,fat,contains
Stone frog,iron,contains
Stone frog,is rich in protein,contains
Stone frog,low-cholesterol nutritional food.,contains
Stone frog,low-fat,contains
Stone frog,making it a high-protein,contains
Stone frog,minerals. The nutritional components of stone frog include protein,contains
Stone frog,phosphorus,contains
Stone frog,various vitamins,contains
Stone frog,white,contains
Stone frog,with a delicious taste,contains
Stone snail,B vitamins including vitamin B1,contains
Stone snail,Snail meat is high in protein,contains
Stone snail,containing various essential amino acids for the human body,contains
Stone snail,contains various vitamins such as vitamin A,contains
Stone snail,crude ash.,contains
Stone snail,including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium,contains
Stone snail,iron,contains
Stone snail,niacin. It also includes carbohydrates,contains
Stone snail,phosphorus,contains
Stone snail,vitamin B2,contains
Stone snail,vitamin E,contains
Stone snail,zinc,contains
Storax,Cinnamic acid,contains
Storax,etc.,contains
Storax,ethylphenol,contains
Storax,myrcene,contains
Storax,volatile oils,contains
Straight Vein Tumor Fruit Tea,Contains tea polyphenols,contains
Straight Vein Tumor Fruit Tea,amino acids,contains
Straight Vein Tumor Fruit Tea,anti-inflammatory,contains
Straight Vein Tumor Fruit Tea,blood pressure-lowering effects.,contains
Straight Vein Tumor Fruit Tea,catechins,contains
Straight Vein Tumor Fruit Tea,etc. It has antioxidant,contains
Straight Vein Tumor Fruit Tea,vitamins,contains
Strawberry,Strawberries are rich in vitamin C,contains
Strawberry,antioxidants,contains
Strawberry,cardiovascular health.,contains
Strawberry,fiber,contains
Strawberry,manganese,contains
Strawberry,which are beneficial for the immune system,contains
Sugarcane,B vitamins,contains
Sugarcane,Sugarcane contains a large amount of sucrose,contains
Sugarcane,calcium,contains
Sugarcane,iron,contains
Sugarcane,other minerals.,contains
Sugarcane,phosphorus,contains
Sugarcane,potassium,contains
Sugarcane,water,contains
Sumac,Contains a certain amount of vitamins,contains
Sumac,antioxidants.,contains
Sumac,minerals,contains
Sunflower,Fatty oil,contains
Sunflower,calcium,contains
Sunflower,etc.,contains
Sunflower,iron,contains
Sunflower,linoleic acid,contains
Sunflower,magnesium,contains
Sunflower,phosphorus,contains
Sunflower,potassium,contains
Sunflower,vitamin B1,contains
Sunflower,vitamin E,contains
Sunflower,zinc,contains
Sunflower Pollen Beverage,B group),contains
Sunflower Pollen Beverage,Contains various amino acids,contains
Sunflower Pollen Beverage,calcium,contains
Sunflower Pollen Beverage,iron),contains
Sunflower Pollen Beverage,minerals (such as potassium,contains
Sunflower Pollen Beverage,unsaturated fatty acids.,contains
Sunflower Pollen Beverage,vitamins (such as vitamin E,contains
Sunflower pollen,Rich in vitamin E,contains
Sunflower pollen,enhancing immunity.,contains
Sunflower pollen,fatty acids,contains
Sunflower pollen,with effects of lowering blood lipids,contains
Swamp Oak,10.6% tannin,contains
Swamp Oak,12.6% oil,contains
Swamp Oak,Nuts contain 46.1% starch,contains
Swamp Oak,other nutritional components such as protein are not listed in detail.,contains
Sweet Almond,Almonds are rich in protein,contains
Sweet Almond,B vitamins,contains
Sweet Almond,as well as calcium,contains
Sweet Almond,carbohydrates,contains
Sweet Almond,carotene,contains
Sweet Almond,earning them the title of 'anti-cancer fruit.' Almonds contain abundant fatty oils,contains
Sweet Almond,fat,contains
Sweet Almond,iron. The carotene content in almonds is second only to mangoes among fruits,contains
Sweet Almond,making them beneficial for preventing,contains
Sweet Almond,phosphorus,contains
Sweet Almond,treating cardiovascular diseases.,contains
Sweet Almond,vitamin C,contains
Sweet Almond,vitamin P,contains
Sweet Almond,which help lower cholesterol,contains
Sweet Corn,B vitamins,contains
Sweet Corn,Rich in carbohydrates,contains
Sweet Corn,fiber,contains
Sweet Corn,magnesium.,contains
Sweet Potato,Contains carbohydrates,contains
Sweet Potato,fiber,contains
Sweet Potato,potassium.,contains
Sweet Potato,vitamin A,contains
Sweet Potato Leaves,Fiber,contains
Sweet Potato Leaves,Potassium.,contains
Sweet Potato Leaves,Rich in Vitamin A,contains
Sweet Potato Leaves,Vitamin C,contains
Sweet orange,Sweet orange is rich in vitamin C,contains
Sweet orange,dietary fiber,contains
Sweet orange,etc.,contains
Sweet orange,iron,contains
Sweet orange,potassium,contains
Sweet orange,vitamin A,contains
Sweet potato,Contains carbohydrates,contains
Sweet potato,Rich in carbohydrates,contains
Sweet potato,fiber,contains
Sweet potato,potassium.,contains
Sweet potato,vitamin A,contains
Sweet potato,vitamin C,contains
Syringa vulgaris,Its fresh flowers can be used to extract an oleoresin with solvents,contains
Syringa vulgaris,abundant aromatic substances,contains
Syringa vulgaris,certain scientific,contains
Syringa vulgaris,cosmetics,contains
Syringa vulgaris,economic value. Additionally,contains
Syringa vulgaris,excellent quality,contains
Syringa vulgaris,few impurities,contains
Syringa vulgaris,found that the oil extracted by the refining method has high purity,contains
Syringa vulgaris,from which essential oil can be obtained. This essential oil is a good flavoring agent for the food,contains
Syringa vulgaris,pharmaceutical industries. Some scholars have optimized the extraction process of Syringa vulgaris essential oil,contains
Syringa vulgaris,strong fragrance,contains
Syringa vulgaris,the young leaves of Syringa vulgaris can be used as a tea substitute.,contains
Syringa vulgaris,with broad application prospects,contains
Tail-leaf Akebia,Contains vitamin C,contains
Tail-leaf Akebia,antioxidant components.,contains
Tail-leaf Akebia,calcium,contains
Tail-leaf Akebia,magnesium,contains
Tail-leaf Akebia,minerals such as potassium,contains
Tail-leaf Akebia,plant fibers,contains
Taiwan Crabapple,Includes flavonoids,contains
Taiwan Crabapple,among others.,contains
Taiwan Crabapple,vitamin C,contains
Taiwan Crabapple,vitamin E,contains
Taiwan Gouercha,This species is distinguished by its smaller leaves with 6-8 lateral veins on each side,contains
Taiwan Gouercha,dampness,contains
Taiwan Gouercha,differing from Kuling Gouercha. The roots are used medicinally for dispelling wind,contains
Taiwan Gouercha,dispersing blood stasis,contains
Taiwan Gouercha,farmers often use the branches to make nose rings for cattle,contains
Taiwan Gouercha,reducing swelling,contains
Taiwan Gouercha,relieving pain,contains
Taiwan Gouercha,the sepals have a sharply narrowed short tip,contains
Taiwan Gouercha,young leaves can be used as a tea substitute.,contains
Taiwan Loquat,The fruit of Taiwan Loquat is rich in vitamin C,contains
Taiwan Loquat,minerals.,contains
Tamarind,Acetic acid,contains
Tamarind,Citric acid,contains
Tamarind,Contains a large amount of organic acids,contains
Tamarind,Formic acid,contains
Tamarind,Sugars,contains
Tamarind,Tartaric acid,contains
Tamarind,Vitamin B1,contains
Tamarind,Vitamin C,contains
Tamarind,dietary fiber,contains
Tamarind,etc.,contains
Tamarind,minerals,contains
Tamarind,various amino acids,contains
Tamarind,various amino acids.,contains
Tamarind,vitamins,contains
Tamarind leaves,Tamarind leaves contain various bioactive substances such as tamarindine,contains
Tamarind leaves,as well as vitamins,contains
Tamarind leaves,flavonoids,contains
Tamarind leaves,minerals.,contains
Taro,Rich in carbohydrates,contains
Taro,Rich in fiber,contains
Taro,fiber,contains
Taro,magnesium.,contains
Taro,potassium,contains
Taro,vitamin B group,contains
Taro,vitamin C,contains
Tarragon,Volatile oils,contains
Tarragon,aldehydes,contains
Tarragon,etc.,contains
Tarragon,small amounts of alkaloids,contains
Tea Maple,The bark,contains
Tea Maple,also used as a black dye. The fibers in the bark can be used as raw materials for artificial cotton,contains
Tea Maple,as sweat falling on silk after consumption does not leave yellow spots. The seeds can be pressed for oil,contains
Tea Maple,fruits of this subspecies contain tannins,contains
Tea Maple,leaves,contains
Tea Maple,papermaking. The dried young leaves can be used as a substitute for tea,contains
Tea Maple,which can be extracted to make tannin extract,contains
Tea Maple,which can be used to make soap.,contains
Tea Maple,which has the effect of lowering blood pressure. It is also a special beverage for silk workers in summer,contains
Tea Pollen Beverage,Contains tea polyphenols,contains
Tea Pollen Beverage,amino acids,contains
Tea Pollen Beverage,caffeine.,contains
Tea Pollen Beverage,minerals (such as zinc,contains
Tea Pollen Beverage,selenium),contains
Tea Pollen Beverage,vitamins (such as vitamin C),contains
Tea raspberry,Tea raspberries are rich in vitamin C,contains
Tea raspberry,antioxidants,contains
Tea raspberry,dietary fiber,contains
Tea raspberry,etc.,contains
Tea tree,Tea polyphenols,contains
Tea tree,amino acids,contains
Tea tree,caffeine,contains
Tea tree,etc.,contains
Tea tree,vitamins,contains
Terminalia chebula,2α-hydroxyursolic acid,contains
Terminalia chebula,Contains triterpenic acids such as 2α-hydroxymakomolic acid,contains
Terminalia chebula,II,contains
Terminalia chebula,Rich in various vitamins,contains
Terminalia chebula,amino acids,contains
Terminalia chebula,antioxidants,contains
Terminalia chebula,arabinose,contains
Terminalia chebula,arjungenin,contains
Terminalia chebula,arjunglucoside,contains
Terminalia chebula,ascorbic acid oxidase,contains
Terminalia chebula,buxifolic acid,contains
Terminalia chebula,chebuloside I,contains
Terminalia chebula,fructose,contains
Terminalia chebula,galloyl glucose,contains
Terminalia chebula,glucose,contains
Terminalia chebula,maslinic acid,contains
Terminalia chebula,minerals,contains
Terminalia chebula,other carbohydrates.,contains
Terminalia chebula,peroxidase,contains
Terminalia chebula,phenolic acids,contains
Terminalia chebula,polyphenol oxidase,contains
Terminalia chebula,rhamnose,contains
Terminalia chebula,sennoside A,contains
Terminalia chebula,simple galloyl esters,contains
Terminalia chebula,sucrose,contains
Terminalia chebula,tannase,contains
Tetrapanax papyrifer,Ash,contains
Tetrapanax papyrifer,crude fiber,contains
Tetrapanax papyrifer,fat,contains
Tetrapanax papyrifer,pentosan,contains
Tetrapanax papyrifer,protein,contains
Thick-axle Tea,Typically contains tea polyphenols,contains
Thick-axle Tea,amino acids,contains
Thick-axle Tea,anti-inflammatory,contains
Thick-axle Tea,caffeine,contains
Thick-axle Tea,digestive-promoting,contains
Thick-axle Tea,etc. Has antioxidant,contains
Thick-axle Tea,immune-boosting effects.,contains
Thick-axle Tea,minerals,contains
Thick-stemmed Bird Cherry,May contain vitamin C,contains
Thick-stemmed Bird Cherry,antioxidants.,contains
Thick-stemmed Bird Cherry,dietary fiber,contains
Thin-calyx United-stamen Camellia,Contains various amino acids,contains
Thin-calyx United-stamen Camellia,anti-inflammatory,contains
Thin-calyx United-stamen Camellia,cardiovascular health protection.,contains
Thin-calyx United-stamen Camellia,immune-boosting,contains
Thin-calyx United-stamen Camellia,minerals. Helps with antioxidant,contains
Thin-calyx United-stamen Camellia,tea polyphenols,contains
Thin-calyx United-stamen Camellia,vitamins,contains
Thin-leaf Golden Flower Camellia,Rich in tea polyphenols,contains
Thin-leaf Golden Flower Camellia,amino acids,contains
Thin-leaf Golden Flower Camellia,anti-fatigue,contains
Thin-leaf Golden Flower Camellia,caffeine,contains
Thin-leaf Golden Flower Camellia,etc. Has effects such as antioxidant,contains
Thin-leaf Golden Flower Camellia,lowering cholesterol.,contains
Thin-leaf Golden Flower Camellia,promoting metabolism,contains
Thin-leaf Golden Flower Camellia,vitamin C,contains
Thin-shelled Red Camellia,Generally contains tea polyphenols,contains
Thin-shelled Red Camellia,amino acids,contains
Thin-shelled Red Camellia,anti-inflammatory,contains
Thin-shelled Red Camellia,beauty-enhancing effects.,contains
Thin-shelled Red Camellia,cardiovascular protection,contains
Thin-shelled Red Camellia,etc. It has antioxidant,contains
Thin-shelled Red Camellia,minerals,contains
Thin-shelled Red Camellia,vitamins,contains
Thlaspi arvense,Starch,contains
Thlaspi arvense,amino acids,contains
Thlaspi arvense,dietary fiber,contains
Thlaspi arvense,minerals,contains
Thlaspi arvense,polyphenols,contains
Three-leaf Akebia,B2,contains
Three-leaf Akebia,astragalin,contains
Three-leaf Akebia,catechin,contains
Three-leaf Akebia,isoquercitrin,contains
Three-leaf Akebia,kaempferol,contains
Three-leaf Akebia,procyanidins B1,contains
Three-leaf Akebia,quercetin,contains
Three-leaf Akebia,rutin,contains
Three-leaf Crabapple,Includes protein,contains
Three-leaf Crabapple,among others.,contains
Three-leaf Crabapple,calcium,contains
Three-leaf Crabapple,carbohydrates,contains
Three-leaf Crabapple,iron,contains
Three-leaf Crabapple,phosphorus,contains
Three-leaf Crabapple,vitamin C,contains
Three-lined box turtle,DHA,contains
Three-lined box turtle,High protein content,contains
Three-lined box turtle,approximately 14.9 to 17.4 grams per 100 grams,contains
Three-lined box turtle,ash,contains
Three-lined box turtle,cardiovascular health. Rich in mineral elements such as calcium,contains
Three-lined box turtle,contains 8 essential amino acids,contains
Three-lined box turtle,fat,contains
Three-lined box turtle,iron,contains
Three-lined box turtle,normal metabolism.,contains
Three-lined box turtle,phosphorus,contains
Three-lined box turtle,these ω-3 unsaturated fatty acids are beneficial for brain development,contains
Three-lined box turtle,unsaturated fatty acids,contains
Three-lined box turtle,vitamin B17,contains
Three-lined box turtle,water. Also rich in EPA,contains
Three-lined box turtle,which are crucial for maintaining life,contains
Thunder God Vine,Terpenoids,contains
Thunder God Vine,alkaloids,contains
Thunder God Vine,flavonoids,contains
Thunder God Vine,lignans,contains
Thunderball,Omphalotus polysaccharide S-4002,contains
Thunderball,Omphalotusin,contains
Thyme,Contains various nutrients,contains
Thyme,flavonoids,contains
Thyme,including essential oils,contains
Thyme,minerals,contains
Thyme,vitamins.,contains
Tianxianglu,2-Furoic acid,contains
Tianxianglu,Amino acids. This product contains Osbeckic acid,contains
Tianxianglu,Daucosterol,contains
Tianxianglu,Flavonoid glycosides,contains
Tianxianglu,Kaempferol,contains
Tianxianglu,Phenols,contains
Tianxianglu,Quercetin,contains
Tianxianglu,Succinic acid,contains
Tianxianglu,Ursolic acid,contains
Tibetan Sheep,Contains high-quality protein,contains
Tibetan Sheep,as well as B vitamins,contains
Tibetan Sheep,essential amino acids,contains
Tibetan Sheep,iron,contains
Tibetan Sheep,phosphorus. The fat in lamb contains a high proportion of saturated fatty acids but also provides essential fatty acids.,contains
Tibetan Sheep,zinc,contains
Tibetan Wild Ass,High protein,contains
Tibetan Wild Ass,fatty acid composition of donkey meat is ideal,contains
Tibetan Wild Ass,high essential amino acids,contains
Tibetan Wild Ass,high essential fatty acids,contains
Tibetan Wild Ass,low calorie. The amino acid,contains
Tibetan Wild Ass,low cholesterol,contains
Tibetan Wild Ass,low fat,contains
Tibetan Wild Ass,poultry meats.,contains
Tibetan Wild Ass,the iron content in mineral elements is significantly higher than that of other livestock,contains
Tibetan fox,Including protein,contains
Tibetan fox,detoxifying sores.,contains
Tibetan fox,etc. It is believed to have the effects of tonifying deficiency,contains
Tibetan fox,fat,contains
Tibetan fox,various minerals,contains
Tibetan fox,warming the middle,contains
Tiger hazelnut,Contains high levels of fat,contains
Tiger hazelnut,The bark,contains
Tiger hazelnut,fiber.,contains
Tiger hazelnut,leaves contain tannins,contains
Tiger hazelnut,other parts such as branches also have various uses.,contains
Tiger hazelnut,protein,contains
Tiger hazelnut,soap making,contains
Tiger hazelnut,the seeds contain oil,contains
