实体A,实体B,关系,
斗蟋蟀,脂肪,含有,
斗蟋蟀,维生素和矿物质,含有,
九香虫,动物界,属于,
九香虫,节肢动物门,属于,
九香虫,昆虫纲,属于,
九香虫,半翅目,属于,
九香虫,蝽科,属于,
九香虫,瓜蝽属,属于,
九香虫,九香虫,属于,
九香虫,九香虫含有丰富的蛋白质,含有,
九香虫,脂肪酸,含有,
九香虫,具有多种药理作用,含有,
负子蝽,动物界,属于,
负子蝽,节肢动物门,属于,
负子蝽,昆虫纲,属于,
负子蝽,异翅目,属于,
负子蝽,负子蝽科,属于,
负子蝽,负子蝽属,属于,
负子蝽,负子蝽,属于,
负子蝽,丰富的蛋白质,含有,
负子蝽,维生素和矿物质。,含有,
天牛幼虫,动物界,属于,
天牛幼虫,节肢动物门,属于,
天牛幼虫,昆虫纲,属于,
天牛幼虫,鞘翅目,属于,
天牛幼虫,天牛科,属于,
天牛幼虫,天牛属,属于,
天牛幼虫,天牛,属于,
天牛幼虫,天牛幼虫具有高蛋白,含有,
天牛幼虫,高脂肪,含有,
天牛幼虫,含水率较高,含有,
天牛幼虫,具有较高的营养价值,含有,
蜻蜓幼虫,动物界,属于,
蜻蜓幼虫,节肢动物门,属于,
蜻蜓幼虫,昆虫纲,属于,
蜻蜓幼虫,蜻蜓目,属于,
蜻蜓幼虫,蜓科,属于,
蜻蜓幼虫,马大头属,属于,
蜻蜓幼虫,蜻蜓,属于,
蜻蜓幼虫,蜻蜓幼虫的营养成分包括高蛋白,含有,
蜻蜓幼虫,低脂肪,含有,
蜻蜓幼虫,氨基酸组成合理和富含矿质元素,含有,
豆天蛾幼虫,动物界,属于,
豆天蛾幼虫,节肢动物门,属于,
豆天蛾幼虫,昆虫纲,属于,
豆天蛾幼虫,鳞翅目,属于,
豆天蛾幼虫,天蛾科,属于,
豆天蛾幼虫,豆天蛾属,属于,
豆天蛾幼虫,豆天蛾,属于,
豆天蛾幼虫,豆天蛾幼虫的营养成分包括粗蛋白含量为65.5%,含有,
豆天蛾幼虫,必需氨基酸占总量氨基酸的52.84%,含有,
豆天蛾幼虫,半必需氨基酸占9.70%,含有,
豆天蛾幼虫,粗脂肪含量为23.68%,含有,
豆天蛾幼虫,不饱和脂肪酸为64.17%,含有,
豆天蛾幼虫,其中亚麻酸达36.53%,含有,
中华稻蝗,动物界,属于,
中华稻蝗,节肢动物门,属于,
中华稻蝗,昆虫纲,属于,
中华稻蝗,直翅目,属于,
中华稻蝗,蝗科,属于,
中华稻蝗,稻蝗属,属于,
中华稻蝗,中华稻蝗,属于,
中华稻蝗,中华稻蝗的营养成分包括蛋白质,含有,
中华稻蝗,脂肪,含有,
中华稻蝗,碳水化合物,含有,
中华稻蝗,微量元素,含有,
中华稻蝗,其中蛋白质含量较高,含有,
中华稻蝗,具有较好的食用价值,含有,
蝼蛄,动物界,属于,
蝼蛄,节肢动物门,属于,
蝼蛄,昆虫纲,属于,
蝼蛄,直翅目,属于,
蝼蛄,蝼蛄科,属于,
蝼蛄,蝼蛄属,属于,
蝼蛄,蝼蛄,属于,
蝼蛄,水分含量为6.08%,含有,
蝼蛄,粗蛋白含量为66.33%,含有,
蝼蛄,粗脂肪含量为1.05%,含有,
蝼蛄,脂肪含量分别为20.11%和26.07%（不同提取方法）,含有,
蝼蛄,总氨基酸含量为54.87%,含有,
蝼蛄,其中必需氨基酸含量为18.81%,含有,
柴虫,动物界,属于,
柴虫,节肢动物门,属于,
柴虫,昆虫纲,属于,
柴虫,鞘翅目,属于,
柴虫,天牛科,属于,
柴虫,脊虎天牛属,属于,
柴虫,咖啡灭字脊虎天牛,属于,
柴虫,柴虫能够将木头转化为蛋白质和其他营养物质。蛋白质含量较高,含有,
柴虫,含有多种氨基酸和其他营养素,含有,
蜂蛹,动物界,属于,
蜂蛹,节肢动物门,属于,
蜂蛹,昆虫纲,属于,
蜂蛹,膜翅目,属于,
蜂蛹,胡蜂科,属于,
蜂蛹,胡蜂属,属于,
蜂蛹,胡蜂,属于,
蜂蛹,蜂蛹含有丰富的蛋白质,含有,
蜂蛹,碳水化合物,含有,
蜂蛹,脂肪,含有,
蜂蛹,维生素和矿物质。蛋白质含量超过20%,含有,
蜂蛹,维生素A的含量大大超过牛肉,含有,
蜂蛹,维生素D超过鱼干油10倍,含有,
蜂蛹,还包含多种维生素和微量元素如锌,含有,
蜂蛹,铁,含有,
蜂蛹,硒,含有,
棕象甲,动物界,属于,
棕象甲,节肢动物门,属于,
棕象甲,昆虫纲,属于,
棕象甲,鞘翅目,属于,
棕象甲,竹象科,属于,
棕象甲,棕榈象属,属于,
棕象甲,棕象甲,属于,
棕象甲,一定量的蛋白质和脂肪,含有,
棕象甲,其他的微量元素。,含有,
中国林蛙,动物界,属于,
中国林蛙,脊索动物门,属于,
中国林蛙,两栖纲,属于,
中国林蛙,无尾目,属于,
中国林蛙,蛙科,属于,
中国林蛙,林蛙属,属于,
中国林蛙,中国林蛙,属于,
中国林蛙,林蛙油是一种珍贵的滋补品,含有,
中国林蛙,含有蛋白质,含有,
中国林蛙,脂肪,含有,
中国林蛙,维生素和微量元素。林蛙油中的脂肪酸,含有,
中国林蛙,蛋白质,含有,
中国林蛙,氨基酸,含有,
中国林蛙,胆固醇,含有,
中国林蛙,是一种健康的功效性产品,含有,
牛蛙,动物界,属于,
牛蛙,脊索动物门,属于,
牛蛙,两栖纲,属于,
牛蛙,无尾目,属于,
牛蛙,蛙科,属于,
牛蛙,蛙属,属于,
牛蛙,牛蛙,属于,
牛蛙,牛蛙的营养价值非常丰富,含有,
牛蛙,每100克蛙肉中含蛋白质19.9克,含有,
牛蛙,脂肪0.3克,含有,
牛蛙,是一种高蛋白质,含有,
牛蛙,低脂肪,含有,
牛蛙,低胆固醇的营养食品。牛蛙的内脏,含有,
牛蛙,其下脚料含有丰富的蛋白质,含有,
牛蛙,经水解,含有,
牛蛙,生成复合胺基酸,含有,
石蛙,动物界,属于,
石蛙,脊索动物门,属于,
石蛙,两栖纲,属于,
石蛙,无尾目,属于,
石蛙,叉舌蛙科,属于,
石蛙,棘胸蛙属,属于,
石蛙,棘胸蛙,属于,
石蛙,石蛙是一种营养价值很高的食用蛙类,含有,
石蛙,其肉质细嫩洁白,含有,
石蛙,味道鲜美,含有,
石蛙,含有丰富的蛋白质,含有,
石蛙,多种维生素和矿物质。石蛙的营养成分包括蛋白质,含有,
石蛙,脂肪,含有,
石蛙,钙,含有,
石蛙,磷,含有,
石蛙,铁,含有,
石蛙,是一种高蛋白,含有,
石蛙,低脂肪,含有,
石蛙,低胆固醇的营养食品,含有,
虎纹蛙,动物界,属于,
虎纹蛙,脊索动物门,属于,
虎纹蛙,两栖纲,属于,
虎纹蛙,无尾目,属于,
虎纹蛙,叉舌蛙科,属于,
虎纹蛙,虎纹蛙属,属于,
虎纹蛙,虎纹蛙,属于,
虎纹蛙,虎纹蛙的肉含有高质量的蛋白质和必需氨基酸,含有,
虎纹蛙,丰富的微量元素。其肌肉中的营养成分丰富,含有,
虎纹蛙,包括蛋白质,含有,
虎纹蛙,脂肪,含有,
虎纹蛙,维生素和矿物质,含有,
黑斑侧褶蛙,动物界,属于,
黑斑侧褶蛙,脊索动物门,属于,
黑斑侧褶蛙,两栖纲,属于,
黑斑侧褶蛙,无尾目,属于,
黑斑侧褶蛙,蛙科,属于,
黑斑侧褶蛙,侧褶蛙属,属于,
黑斑侧褶蛙,黑斑侧褶蛙,属于,
黑斑侧褶蛙,侧褶蛙的营养成分没有具体的数据,含有,
黑斑侧褶蛙,但作为两栖动物,含有,
黑斑侧褶蛙,其营养价值可能与其他蛙类类似,含有,
黑斑侧褶蛙,含有蛋白质,含有,
黑斑侧褶蛙,维生素和矿物质,含有,
金线蛙,动物界,属于,
金线蛙,脊索动物门,属于,
金线蛙,两栖纲,属于,
金线蛙,无尾目,属于,
金线蛙,蛙科,属于,
金线蛙,侧褶蛙属,属于,
金线蛙,金线蛙,属于,
金线蛙,高质量的蛋白质和必需氨基酸,含有,
金线蛙,丰富的微量元素。其肌肉中的营养成分丰富,含有,
金线蛙,包括蛋白质,含有,
金线蛙,脂肪,含有,
金线蛙,维生素和矿物质,含有,
泽蛙,动物界,属于,
泽蛙,脊索动物门,属于,
泽蛙,两栖纲,属于,
泽蛙,无尾目,属于,
泽蛙,陆蛙科,属于,
泽蛙,陆蛙属,属于,
泽蛙,泽蛙,属于,
泽蛙,较高的蛋白质和较低的脂肪,含有,
泽蛙,同时含有多种维生素和矿物质,含有,
峨眉树蛙,动物界,属于,
峨眉树蛙,脊索动物门,属于,
峨眉树蛙,两栖纲,属于,
峨眉树蛙,无尾目,属于,
峨眉树蛙,树蛙科,属于,
峨眉树蛙,张树蛙属,属于,
峨眉树蛙,峨眉树蛙,属于,
峨眉树蛙,较高的蛋白质和较低的脂肪,含有,
峨眉树蛙,同时含有多种维生素和矿物质,含有,
鲤鱼,动物界,属于,
鲤鱼,脊索动物门,属于,
鲤鱼,硬骨鱼纲,属于,
鲤鱼,鲤形目,属于,
鲤鱼,鲤科,属于,
鲤鱼,鲤属,属于,
鲤鱼,鲤,属于,
鲤鱼,鲤鱼含有较高的蛋白质和不饱和脂肪酸,含有,
鲤鱼,维生素A,含有,
鲤鱼,D,含有,
鲤鱼,E,含有,
鲤鱼,K和B群维生素。每100克鲤鱼中大约含有17.8克蛋白质,含有,
鲤鱼,5.6克脂肪,含有,
鲤鱼,66毫克胆固醇,含有,
鲢鱼,动物界,属于,
鲢鱼,脊索动物门,属于,
鲢鱼,硬骨鱼纲,属于,
鲢鱼,鲤形目,属于,
鲢鱼,鲤科,属于,
鲢鱼,鲢属,属于,
鲢鱼,鲢,属于,
鲢鱼,鲢鱼含有丰富的蛋白质,含有,
鲢鱼,少量脂肪,含有,
鲢鱼,维生素和矿物质。每100克鲢鱼中大约含有17.8克蛋白质,含有,
鲢鱼,3.6克脂肪,含有,
鲢鱼,99毫克胆固醇,含有,
鳙鱼,动物界,属于,
鳙鱼,脊索动物门,属于,
鳙鱼,硬骨鱼纲,属于,
鳙鱼,鲤形目,属于,
鳙鱼,鲤科,属于,
鳙鱼,鳙属,属于,
鳙鱼,鳙鱼,属于,
鳙鱼,鳙鱼含有蛋白质,含有,
鳙鱼,脂肪,含有,
鳙鱼,钙,含有,
鳙鱼,磷,含有,
鳙鱼,铁,含有,
鳙鱼,维生素B2,含有,
鳙鱼,维生素C,含有,
鳙鱼,2.2克脂肪,含有,
鳙鱼,112毫克胆固醇,含有,
花鲈,动物界,属于,
花鲈,脊索动物门,属于,
花鲈,硬骨鱼纲,属于,
花鲈,鲈形目,属于,
花鲈,花鲈科,属于,
花鲈,花鲈属,属于,
花鲈,花鲈,属于,
花鲈,花鲈含有蛋白质,含有,
花鲈,脂肪,含有,
花鲈,钙,含有,
花鲈,磷,含有,
花鲈,铁,含有,
花鲈,锌,含有,
花鲈,硒,含有,
花鲈,3.4克脂肪,含有,
花鲈,86毫克胆固醇,含有,
鳊鱼,动物界,属于,
鳊鱼,脊索动物门,属于,
鳊鱼,硬骨鱼纲,属于,
鳊鱼,鲤形目,属于,
鳊鱼,鲤科,属于,
鳊鱼,鳊属,属于,
鳊鱼,鳊鱼,属于,
鳊鱼,鳊鱼含有丰富的蛋白质,含有,
鳊鱼,磷和烟酸,含有,
鳊鱼,不饱和脂肪酸含量高。每100克鳊鱼中大约含有18.6克蛋白质,含有,
鳊鱼,3.4克脂肪,含有,
鳊鱼,86毫克胆固醇,含有,
青鱼,动物界,属于,
青鱼,脊索动物门,属于,
青鱼,硬骨鱼纲,属于,
青鱼,鲤形目,属于,
青鱼,鲤科,属于,
青鱼,青鱼属,属于,
青鱼,青鱼,属于,
青鱼,青鱼是一种高蛋白,含有,
青鱼,低脂肪的食物,含有,
青鱼,其蛋白质含量约为20.1%,含有,
青鱼,脂肪含量约为4.2%。富含谷氨酸,含有,
青鱼,天冬氨酸,含有,
鳟鱼,动物界,属于,
鳟鱼,脊索动物门,属于,
鳟鱼,硬骨鱼纲,属于,
鳟鱼,鲑形目,属于,
鳟鱼,鲑科,属于,
鳟鱼,鳟属,属于,
鳟鱼,鳟鱼,属于,
鳟鱼,鳟鱼含有丰富的蛋白质,含有,
鳟鱼,脂肪,含有,
鳟鱼,维生素A,含有,
鳟鱼,维生素E,含有,
鳟鱼,维生素B群,含有,
鳟鱼,硒,含有,
鳟鱼,2.6克脂肪,含有,
鳟鱼,102毫克胆固醇,含有,
环颈雉,动物界,属于,
环颈雉,脊索动物门,属于,
环颈雉,鸟纲,属于,
环颈雉,鸡形目,属于,
环颈雉,雉科,属于,
环颈雉,雉属,属于,
环颈雉,环颈雉,属于,
环颈雉,环颈雉的肌肉中含粗蛋白质,含有,
环颈雉,粗脂肪,含有,
环颈雉,肌苷酸,含有,
环颈雉,胆固醇,含有,
环颈雉,氨基酸和脂肪酸,含有,
环颈雉,含量最高的氨基酸分别为谷氨酸,含有,
环颈雉,天冬氨酸,含有,
环颈雉,赖氨酸和亮氨酸。总氨基酸含量为33.22％～37.26％,含有,
环颈雉,必需氨基酸与总氨基酸含量比值在0.40左右,含有,
环颈雉,必需氨基酸与非必需氨基酸的比值高于0.60。此外,含有,
环颈雉,雉鸡胸肌中检测到22种脂肪酸,含有,
环颈雉,黑化绿雉肌肉中的脂肪酸含量优于其他雉鸡,含有,
鲇鱼,动物界,属于,
鲇鱼,脊索动物门,属于,
鲇鱼,硬骨鱼纲,属于,
鲇鱼,鲇形目,属于,
鲇鱼,鲇科,属于,
鲇鱼,鲇属,属于,
鲇鱼,鲇,属于,
鲇鱼,鲇鱼富含蛋白质,含有,
鲇鱼,脂肪,含有,
鲇鱼,钙,含有,
鲇鱼,磷,含有,
鲇鱼,锌,含有,
鲇鱼,镁,含有,
鲇鱼,铁,含有,
鲇鱼,碘,含有,
鲇鱼,14.53克脂肪,含有,
鲇鱼,69毫克胆固醇,含有,
鹧鸪,动物界,属于,
鹧鸪,脊索动物门,属于,
鹧鸪,鸟纲,属于,
鹧鸪,鸡形目,属于,
鹧鸪,雉科,属于,
鹧鸪,鹧鸪属,属于,
鹧鸪,鹧鸪,属于,
鹧鸪,丰富的蛋白质,含有,
鹧鸪,脂肪含量低,含有,
鹧鸪,含有不饱和脂肪酸,含有,
鹧鸪,同时含有一定的维生素和矿物质。,含有,
鼹鼠,动物界,属于,
鼹鼠,脊索动物门,属于,
鼹鼠,哺乳动物纲,属于,
鼹鼠,劳亚食虫目,属于,
鼹鼠,鼹科,属于,
鼹鼠,鼹属,属于,
鼹鼠,鼹鼠,属于,
鼹鼠,丰富的蛋白质,含有,
鼹鼠,脂肪和部分维生素和矿物质,含有,
乌金猪,动物界,属于,
乌金猪,脊索动物门,属于,
乌金猪,哺乳动物纲,属于,
乌金猪,偶蹄目,属于,
乌金猪,猪科,属于,
乌金猪,猪属,属于,
乌金猪,乌金猪,属于,
乌金猪,蛋白质含量较高。肌间脂肪6.8%,含有,
乌金猪,脂肪含量相对较低。含有钙,含有,
乌金猪,铁,含有,
乌金猪,锌,含有,
乌金猪,有助于满足人体营养需求。,含有,
菜花蛇,动物界,属于,
菜花蛇,脊索动物门,属于,
菜花蛇,爬行纲,属于,
菜花蛇,有鳞目,属于,
菜花蛇,游蛇科,属于,
菜花蛇,锦蛇属,属于,
菜花蛇,王锦蛇,属于,
菜花蛇,菜花蛇肉含有大量蛋白质,含有,
菜花蛇,脂肪,含有,
菜花蛇,碳水化合物,含有,
菜花蛇,钙,含有,
菜花蛇,磷,含有,
菜花蛇,铁,含有,
菜花蛇,还含有维生素A,含有,
菜花蛇,B1,含有,
菜花蛇,B2,含有,
乌梢蛇,动物界,属于,
乌梢蛇,脊索动物门,属于,
乌梢蛇,爬行纲,属于,
乌梢蛇,有鳞目,属于,
乌梢蛇,游蛇科,属于,
乌梢蛇,鼠蛇属,属于,
乌梢蛇,乌梢蛇,属于,
乌梢蛇,乌梢蛇全体含有17种氨基酸,含有,
乌梢蛇,其中包括赖氨酸,含有,
乌梢蛇,亮氨酸,含有,
乌梢蛇,天门冬氨酸,含有,
乌梢蛇,棕榈酸,含有,
乌梢蛇,硬脂酸,含有,
乌梢蛇,铁,含有,
乌梢蛇,锌,含有,
乌梢蛇,铜,含有,
灰鼠蛇,动物界,属于,
灰鼠蛇,脊索动物门,属于,
灰鼠蛇,爬行纲,属于,
灰鼠蛇,有鳞目,属于,
灰鼠蛇,游蛇科,属于,
灰鼠蛇,鼠蛇属,属于,
灰鼠蛇,灰鼠蛇,属于,
灰鼠蛇,大量蛋白质,含有,
灰鼠蛇,脂肪,含有,
灰鼠蛇,碳水化合物,含有,
灰鼠蛇,钙,含有,
灰鼠蛇,磷,含有,
灰鼠蛇,铁,含有,
灰鼠蛇,还含有维生素A,含有,
灰鼠蛇,B1,含有,
灰鼠蛇,B2,含有,
水蛇,动物界,属于,
水蛇,脊索动物门,属于,
水蛇,爬行纲,属于,
水蛇,有鳞目,属于,
水蛇,游蛇科,属于,
水蛇,锦蛇属,属于,
水蛇,红点锦蛇,属于,
水蛇,水蛇肉含有丰富的蛋白质,含有,
水蛇,氨基酸,含有,
水蛇,维生素和矿物质。其蛋白质中含人体必需的八种氨基酸,含有,
水蛇,而胆固醇含量很低,含有,
水蛇,对防治血管硬化有一定的作用。水蛇还含有丰富的营养成分,含有,
水蛇,脂肪中含有亚油酸,含有,
马鹿,动物界,属于,
马鹿,脊索动物门,属于,
马鹿,哺乳动物纲,属于,
马鹿,偶蹄目,属于,
马鹿,鹿科,属于,
马鹿,鹿属,属于,
马鹿,马鹿,属于,
马鹿,鹿肉含有较丰富的蛋白质,含有,
马鹿,其含量约为19.77%。鹿肉脂肪含量较低,含有,
马鹿,大约为1.92%。鹿肉也含有一定量的无机盐,含有,
马鹿,糖和维生素。,含有,
阿尔泰马鹿,动物界,属于,
阿尔泰马鹿,脊索动物门,属于,
阿尔泰马鹿,哺乳动物纲,属于,
阿尔泰马鹿,偶蹄目,属于,
阿尔泰马鹿,鹿科,属于,
阿尔泰马鹿,鹿属,属于,
阿尔泰马鹿,阿尔泰马鹿,属于,
阿尔泰马鹿,鹿肉含有较丰富的蛋白质,含有,
阿尔泰马鹿,其含量约为19.77%。鹿肉脂肪含量较低,含有,
阿尔泰马鹿,大约为1.92%。鹿肉也含有一定量的无机盐,含有,
阿尔泰马鹿,糖和维生素。,含有,
水鹿,动物界,属于,
水鹿,脊索动物门,属于,
水鹿,哺乳动物纲,属于,
水鹿,偶蹄目,属于,
水鹿,鹿科,属于,
水鹿,水鹿属,属于,
水鹿,水鹿,属于,
水鹿,鹿肉含有较丰富的蛋白质,含有,
水鹿,其含量约为19.77%。鹿肉脂肪含量较低,含有,
水鹿,大约为1.92%。鹿肉也含有一定量的无机盐,含有,
水鹿,糖和维生素。,含有,
白尾鹿,动物界,属于,
白尾鹿,脊索动物门,属于,
白尾鹿,哺乳动物纲,属于,
白尾鹿,偶蹄目,属于,
白尾鹿,鹿科,属于,
白尾鹿,空齿鹿属,属于,
白尾鹿,白尾鹿,属于,
白尾鹿,鹿肉含有较丰富的蛋白质,含有,
白尾鹿,其含量约为19.77%。鹿肉脂肪含量较低,含有,
白尾鹿,大约为1.92%。鹿肉也含有一定量的无机盐,含有,
白尾鹿,糖和维生素。,含有,
蜥蜴,动物界,属于,
蜥蜴,脊索动物门,属于,
蜥蜴,爬行纲,属于,
蜥蜴,蜥蜴目,属于,
蜥蜴,蜥蜴科,属于,
蜥蜴,蜥蜴属,属于,
蜥蜴,蜥蜴,属于,
蜥蜴,丰富的的蛋白质,含有,
蜥蜴,维生素和矿物质,含有,
中华鳖,动物界,属于,
中华鳖,脊索动物门,属于,
中华鳖,爬行纲,属于,
中华鳖,龟鳖目,属于,
中华鳖,鳖科,属于,
中华鳖,中华鳖属,属于,
中华鳖,中华鳖,属于,
中华鳖,蛋白质含量较高,含有,
中华鳖,大约为14.9～17.4克每100克,含有,
中华鳖,含有人体所需的8种氨基酸,含有,
中华鳖,脂肪,含有,
中华鳖,维生素B17,含有,
中华鳖,不饱和脂肪酸,含有,
中华鳖,灰分,含有,
中华鳖,水分,含有,
中华鳖,这些ω-3不饱和脂肪酸对大脑发育和心脑血管健康具有积极作用。还富含矿物元素,含有,
中华鳖,如钙,含有,
中华鳖,磷,含有,
中华鳖,铁,含有,
中华鳖,对维持生命和正常新陈代谢至关重要。,含有,
草龟,动物界,属于,
草龟,脊索动物门,属于,
草龟,爬行纲,属于,
草龟,龟鳖目,属于,
草龟,龟科,属于,
草龟,拟水龟属,属于,
草龟,草龟,属于,
草龟,蛋白质含量较高,含有,
草龟,大约为14.9～17.4克每100克,含有,
草龟,含有人体所需的8种氨基酸,含有,
草龟,脂肪,含有,
草龟,维生素B17,含有,
草龟,不饱和脂肪酸,含有,
草龟,灰分,含有,
草龟,水分,含有,
草龟,这些ω-3不饱和脂肪酸对大脑发育和心脑血管健康具有积极作用。还富含矿物元素,含有,
草龟,如钙,含有,
草龟,磷,含有,
草龟,铁,含有,
草龟,对维持生命和正常新陈代谢至关重要。,含有,
巴西龟,动物界,属于,
巴西龟,脊索动物门,属于,
巴西龟,爬行纲,属于,
巴西龟,龟鳖目,属于,
巴西龟,泽龟科,属于,
巴西龟,彩龟属,属于,
巴西龟,红耳彩龟,属于,
巴西龟,巴西龟的营养成分包括蛋白质,含有,
巴西龟,脂肪,含有,
巴西龟,烟酸,含有,
巴西龟,维生素B1,含有,
巴西龟,B2,含有,
黄喉拟水龟,动物界,属于,
黄喉拟水龟,脊索动物门,属于,
黄喉拟水龟,爬行纲,属于,
黄喉拟水龟,龟鳖目,属于,
黄喉拟水龟,龟科,属于,
黄喉拟水龟,拟水龟属,属于,
黄喉拟水龟,黄喉拟水龟,属于,
黄喉拟水龟,拟水龟的肌肉中蛋白质含量约为18.2%,含有,
黄喉拟水龟,脂肪含量相对较低,含有,
黄喉拟水龟,氨基酸组成与珍珠鳖相似,含有,
黄喉拟水龟,含有丰富的必需氨基酸,含有,
珍珠鳖,动物界,属于,
珍珠鳖,脊索动物门,属于,
珍珠鳖,爬行纲,属于,
珍珠鳖,龟鳖目,属于,
珍珠鳖,鳖科,属于,
珍珠鳖,滑鳖属,属于,
珍珠鳖,珍珠鳖,属于,
珍珠鳖,珍珠鳖的肉中水分含量较高,含有,
珍珠鳖,粗蛋白含量约为17.82%,含有,
珍珠鳖,粗脂肪含量较低,含有,
珍珠鳖,仅为0.42%。珍珠鳖肌肉中的氨基酸种类齐全,含有,
珍珠鳖,总氨基酸含量丰富,含有,
珍珠鳖,其中必需氨基酸含量较高,含有,
珍珠鳖,占总氨基酸的比例较大。此外,含有,
珍珠鳖,珍珠鳖的不饱和脂肪酸含量较高,含有,
珍珠鳖,特别是二十二碳六烯酸（DHA）和二十碳五烯酸（EPA）,含有,
三线闭壳龟,动物界,属于,
三线闭壳龟,脊索动物门,属于,
三线闭壳龟,爬行纲,属于,
三线闭壳龟,龟鳖目,属于,
三线闭壳龟,龟科,属于,
三线闭壳龟,闭壳龟属,属于,
三线闭壳龟,三线闭壳龟,属于,
三线闭壳龟,蛋白质含量较高,含有,
三线闭壳龟,大约为14.9～17.4克每100克,含有,
三线闭壳龟,含有人体所需的8种氨基酸,含有,
三线闭壳龟,脂肪,含有,
三线闭壳龟,维生素B17,含有,
三线闭壳龟,不饱和脂肪酸,含有,
三线闭壳龟,灰分,含有,
三线闭壳龟,水分,含有,
三线闭壳龟,这些ω-3不饱和脂肪酸对大脑发育和心脑血管健康具有积极作用。还富含矿物元素,含有,
三线闭壳龟,如钙,含有,
三线闭壳龟,磷,含有,
三线闭壳龟,铁,含有,
三线闭壳龟,对维持生命和正常新陈代谢至关重要。,含有,
鳄龟,动物界,属于,
鳄龟,脊索动物门,属于,
鳄龟,爬行纲,属于,
鳄龟,龟鳖目,属于,
鳄龟,鳄龟科,属于,
鳄龟,鳄龟属,属于,
鳄龟,鳄龟,属于,
鳄龟,鳄龟肉中的蛋白质含量高达19.6%,含有,
鳄龟,含有18种氨基酸,含有,
鳄龟,其中包括人体必需的氨基酸,含有,
鳄龟,如赖氨酸,含有,
鳄龟,其含量特别丰富。鳄龟肉中的矿物元素丰富,含有,
鳄龟,如钠,含有,
鳄龟,钾,含有,
鳄龟,钙,含有,
鳄龟,铁,含有,
鳄龟,镁,含有,
鳄龟,硅,含有,
鳄龟,锌,含有,
鳄龟,磷,含有,
鳄龟,对于维持骨骼健康和预防骨质疏松具有重要意义。鳄龟肉中含有多种维生素,含有,
鳄龟,尤其是维生素B6的含量较高,含有,
鳄龟,对人体健康有积极作用。鳄龟肉中含有较高的铁和硒,含有,
鳄龟,有助于补血和抗氧化,含有,
鳄龟,对防癌治癌有积极作用。,含有,
中华鲟,动物界,属于,
中华鲟,脊索动物门,属于,
中华鲟,硬骨鱼纲,属于,
中华鲟,鲟形目,属于,
中华鲟,鲟科,属于,
中华鲟,鲟属,属于,
中华鲟,中华鲟,属于,
中华鲟,蛋白质含量非常丰富,含有,
中华鲟,大约为16.1%至18.1%,含有,
中华鲟,含有人体必需的多种氨基酸,含有,
中华鲟,其中包括赖氨酸,含有,
中华鲟,亮氨酸,含有,
中华鲟,异亮氨酸,含有,
中华鲟,蛋氨酸,含有,
中华鲟,苏氨酸,含有,
中华鲟,色氨酸,含有,
中华鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
中华鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
中华鲟,这些对心脑血管健康非常有益,含有,
中华鲟,可以帮助软化血管,含有,
中华鲟,促进大脑发育,含有,
中华鲟,提高记忆力。,含有,
西伯利亚鲟,动物界,属于,
西伯利亚鲟,脊索动物门,属于,
西伯利亚鲟,硬骨鱼纲,属于,
西伯利亚鲟,鲟形目,属于,
西伯利亚鲟,鲟科,属于,
西伯利亚鲟,鲟属,属于,
西伯利亚鲟,西伯利亚鲟,属于,
西伯利亚鲟,蛋白质含量非常丰富,含有,
西伯利亚鲟,大约为16.1%至18.1%,含有,
西伯利亚鲟,含有人体必需的多种氨基酸,含有,
西伯利亚鲟,其中包括赖氨酸,含有,
西伯利亚鲟,亮氨酸,含有,
西伯利亚鲟,异亮氨酸,含有,
西伯利亚鲟,蛋氨酸,含有,
西伯利亚鲟,苏氨酸,含有,
西伯利亚鲟,色氨酸,含有,
西伯利亚鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
西伯利亚鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
西伯利亚鲟,这些对心脑血管健康非常有益,含有,
西伯利亚鲟,可以帮助软化血管,含有,
西伯利亚鲟,促进大脑发育,含有,
西伯利亚鲟,提高记忆力。,含有,
达氏鲟,动物界,属于,
达氏鲟,脊索动物门,属于,
达氏鲟,硬骨鱼纲,属于,
达氏鲟,鲟形目,属于,
达氏鲟,鲟科,属于,
达氏鲟,鲟属,属于,
达氏鲟,长江鲟,属于,
达氏鲟,蛋白质含量非常丰富,含有,
达氏鲟,大约为16.1%至18.1%,含有,
达氏鲟,含有人体必需的多种氨基酸,含有,
达氏鲟,其中包括赖氨酸,含有,
达氏鲟,亮氨酸,含有,
达氏鲟,异亮氨酸,含有,
达氏鲟,蛋氨酸,含有,
达氏鲟,苏氨酸,含有,
达氏鲟,色氨酸,含有,
达氏鲟,苯丙氨酸和缬氨酸。还富含高度不饱和脂肪酸,含有,
达氏鲟,包括被称为“脑黄金”的DHA(二十二碳六烯酸)和EPA(二十碳五烯酸),含有,
达氏鲟,这些对心脑血管健康非常有益,含有,
达氏鲟,可以帮助软化血管,含有,
达氏鲟,促进大脑发育,含有,
达氏鲟,提高记忆力。,含有,
小体鲟,动物界,属于,
小体鲟,脊索动物门,属于,
